row_i,question_text,answer_yes_no,gpt_yes_no,manual_yes_no
132562,THAT IS A PARTICULAR LOCATION IN THE JAIL FOR PEOPLE ACCUSED OF THINGS THAT REGIS WAS ACCUSED OF DOING; RIGHT?,no,no,yes
57062,- 27 4 AFTER THE SHOTS?,yes,no,yes
75150,WHAT TYPE OF VEHICLE?,no,no,no
34635,"WHAT I MEAN BY THAT IS, COULD YOU TELL WHOSE VOICE WAS BEING RAISED?",no,no,no
60996,WHO DO YOU WORK FOR?,no,no,no
134540,WOULD YOU AGREE WITH THAT?,yes,no,yes
36623,"DO YOU SEE THE PHOTOGRAPH, PHOTOGRAPH A ON PEOPLE'S 9 FOR IDENTIFICATION?",yes,yes,yes
105360,BY MR. ARNOLD: DID YOU DISCUSS WITH THIS PERSON WHETHER THEY WERE UNDER THE INFLUENCE OF PCP? 28,yes,yes,yes
92236,"YOUR OCCUPATION, SIR?",no,no,no
102502,"AFTER YOUR MICROSCOPIC EXAMINATION OF EACH  23  OF THOSE SHELL CASINGS, WERE YOU ABLE TO FORM AN OPINION  24  AS TO WHETHER ONE OR MORE GUNS FIRED THESE NINE GFL  25 SHELL CASINGS?",no,yes,yes
35372,DO YOU REMEMBER THAT?,yes,yes,yes
69886,MR. JAFFE BROUGHT OUT YESTERDAY THAT YOU SAW THE SUSPECT -- YOU SAW IT ON TELEVISION THAT HE SURRENDERED?,yes,no,yes
81219,"THE NIGHT BEFORE THAT, I SEEN HIM GUNS, BUT I DIDN'T SEE HIM WITH NO GUN THAT NIGHT. DID YOU TELL THAT TO THE DETECTIVES?",yes,no,yes
133119,DID REGGIE ALWAYS COME TO THESE?,yes,yes,yes
128588,EACH ONE WENT TO EACH OF THE CHILDREN?,yes,no,yes
60178,"SINCE YOUR RETURN FROM PHOENIX, HAVE YOU MADE ANY EFFORT TO ASCERTAIN THE WHEREABOUTS OF CALVIN COOKS EL? 3",yes,yes,yes
92402,WAS ROBERT STANDING ON THE STREET OR IN A  11 FRONT YARD?,no,no,no
63722,WHY DID YOU ONLY MOVE YOUR EYES?,no,no,no
85911,HE HAD BEEN SITTING?,yes,no,yes
130350,"JUST AFTER YOU LEFT OR ACTUALLY DURING THE TIME THAT YOU WERE IN THE RESIDENCE OR ABOUT THE TIME THAT YOU WERE LEAVING, RATHER, IT WOULD BE 1982, PERHAPS, DID YOU NOTICE THAT REGIS THOMAS' MOTHER IRIS WAS BEGINNING TO HAVE SOME PROBLEMS?",yes,no,yes
61473,"ALL RIGHT. SO  YOU HAD BEEN -- AT THE TIME YOU ARE DRIVING BY, YOU HAD NOT NOTICED ANYTHING UP UNTIL THAT POINT?",no,no,yes
107721,"AND INDICATING THAT THE TIME ENDED WAS 10:30, 2230 HOURS?",yes,no,yes
39115,"NOW, WHERE WAS THE VAN PARKED IN RELATIONSHIP TO THE HOUSE OR TO THE APARTMENT ON ZAMORA?",no,no,no
34574,WHERE IS THE CHESSBOARD KEPT IN THE RESIDENCE?,no,no,no
43930,"BY MR. JAFFE: YOU SAID THAT YOU JUST SAID THAT YOU MADE AN ERROR, THAT THERE IS A REPORT THAT MENTIONS REGGIE'S NAME?",no,no,yes
75345,"DO YOU REMEMBER ON APRIL THE 6TH, THE DAY OF THE SEARCH WARRANT, THE DEPUTY SPEAKING TO YOU ABOUT THE TWO OFFICERS BEING SHOT?",yes,no,yes
74454,DO YOU REMEMBER SOME POLICE OFFICERS CAME INTO YOUR GAS STATION THAT EVENING TO TALK TO YOU?,yes,no,yes
90730,TOTAL SOURCE OF INCOME WAS BASED UPON WHAT YOU RECEIVED ON THIS CASE; RIGHT?,no,yes,yes
46716,DID YOU CONTACT A POLICE OFFICER ON THAT DATE OR WAS IT AT SOME TIME THEREAFTER?,no,no,no
89890,"YOU TOLD THE POLICE THE NEXT MORNING, THE NEXT AFTERNOON, THE NEXT MORNING IS WHEN YOU TALKED TO 28 REGIS THOMAS; RIGHT?",no,no,yes
93259,"WHY WOULD YOU SIGN IT, MA'AM, WITHOUT READING IT?",no,no,no
79316,"NOW, WHO WAS THE VICTIM OR THE ALLEGED VICTIM OF THE CAR INCIDENT?",no,no,no
62438,WAS THE POLICE CAR MOVING OR WAS IT STOPPED?,no,no,no
71549,WHO IS THAT?,yes,no,no
86787,"I SEEN HER AT THE HOTEL, I REMEMBERED HER NOW, YOU SAW HER AT A LATER TIME?",no,no,yes
71727,AND WOULD YOU -- ON THE AVERAGE HOW MANY TRAFFIC STOPS WOULD YOU MAKE PER DAY OR PER SHIFT WHEN YOU WERE WORKING WITH OFFICER BURRELL?,yes,no,no
88146,-- IS THAT CORRECT? -- AROUND THE BEGINNING OF APRIL OF 1993?,yes,no,yes
92467,WHAT HAPPENED AT 81ST AND SAN PEDRO?,no,no,no
46205,"THE RESPONSE THAT YOU RECEIVED, WAS THIS IN PERSON OR WAS IT OVER THE PHONE?",no,no,no
48531,"ARE YOU  ON JANUARY 31ST OF 1992, DID YOU BECOME AWARE OF A SHOOTING THAT OCCURRED AT 11235 SOUTH ZAMORA AVENUE?",yes,no,yes
53302,"AFTER YOU HEARD THE SHOTS FIRED, WHAT WAS YOUR SPEED?",no,no,no
78516,HAVE YOU EVER HEARD OF THAT?,no,yes,yes
37212,WHERE DID YOU GO?,no,no,no
128614,IS THAT CHERISH?,yes,yes,yes
78577,BY MR. JAFFE: -- 49?,yes,no,yes
70264,"ALL RIGHT. AGAIN, WHERE WAS THE TRUCK WHEN YOU LAST SAW IT?",no,no,no
50840,AND WHEN YOU SAY EVERYBODY STARTED PANICKING -- IS THAT CORRECT?,yes,no,yes
106166,WOULD IT BE STOCKWELL?,yes,no,yes
69256,"NOW, WOULD THAT BE THE WINDSHIELD?",yes,no,yes
54932,LET ME ASK YOU THIS YOU ARE ABLE TO SEE HIS BEARD?,yes,no,yes
74447,"SO WHEN YOU SAID HE WOULD COME IN BEFORE 12:00, DID YOU MEAN THAT HE DID NOT COME IN AFTER 12:00? 10",no,yes,yes
81226,SO DID YOU SEE THE DEFENDANT WITH A GUN THE NIGHT BEFORE THE OFFICERS WERE KILLED?,yes,yes,yes
126345,"DID YOU EVER TALK HIM OUT OF BEING A POLICE OFFICER, EITHER A RESERVE OFFICER OR A REGULAR OFFICER?",yes,yes,yes
48759,"ON JANUARY 31, 1992, THAT SPECIFIC DATE, YOU DO NOT KNOW WHETHER REGIS THOMAS WAS LIVING AT HIS 3 MOTHER'S HOUSE ON SUCCESS, DO YOU?",yes,yes,yes
38980,DID YOU USE THAT IN CONNECTION WITH USING PCP?,yes,no,yes
56103,BEFORE?,yes,no,yes
67329,"AFTER YOU SAW THE PERSON SURRENDER ON THE NEWS, DID YOU THEN GO TO THE POLICE AND SAY, THE PERSON THAT WAS ON THE NEWS IS THE PERSON THAT I SAW SHOOT THE POLICE OFFICERS?",yes,yes,yes
104874,DOES THAT LEVEL HAVE ANY PARTICULAR SIGNIFICANCE TO YOU BASED UPON YOUR EXPERIENCE?,no,no,yes
69145,AND SO YOU LOOKED IN AN INQUISITIVE WAY AT ME FOR EVEN ASKING THAT QUESTION; RIGHT?,yes,no,yes
90681,BY MR. JAFFE: DIDN'T YOU TELL HIM THAT YOU'RE SORRY THAT YOU HAD TO PICK HIM BUT THAT HE OUGHT TO TALK TO MAN AND PHILIP ABOUT IT?,yes,yes,yes
129517,"AND VICE VERSUS, IF DESHAUNNA HAS A BIRTHDAY PARTY, DOES DEON SHOW UP?",yes,no,yes
51702,DO YOU KNOW THE PHASE OR THE COLOR OF THE TRAFFIC SIGNAL AS YOU ARRIVED AT THE INTERSECTION?,no,yes,no
65376,"BY MR. ARNOLD: ON APRIL THE 20TH OF 1993, 2 . 25 DO YOU RECALL THE DETECTIVES SHOWING YOU A SERIES OF SIX PHOTOGRAPHS ON A CARD?",yes,no,yes
51556,ANYTHING DIFFERENT ABOUT IT AT ALL?,yes,no,yes
102737,"FOR IDENTIFICATION, A CORONER BULLET TAKEN FROM THE BODY OF OFFICER MACDONALD, DID YOU MAKE AN ATTEMPT TO DETERMINE WHETHER THAT BULLET WAS FIRED FROM THE SIGSAUER, 32 FOR IDENTIFICATION?",yes,no,yes
78053,"WHAT, IF ANYTHING, DID YOU DO WITH THOSE ITEMS?",no,no,no
36223,HOW LONG HAVE YOU BEEN IN CUSTODY?,no,no,no
105457,"WOULD YOU SAY, DOCTOR, THAT A PERSON WITH A DETECTABLE LEVEL OF PCP IN HIS BLOOD IS CAPABLE OF MAKING DECISIONS?",yes,no,yes
105300,"WELL, AGAIN, YOU  YOU'VE ALREADY ACKNOWLEDGED THAT DR. -- THAT IN DR. MCCARRON'S RESEARCH THAT THE LEVEL OF PCP IN THE BLOOD DOES NOT CORRELATE TO A LEVEL OF INTOXICATION?",no,no,yes
132269,"WHEN HE DROPPED OUT, WERE YOU AWARE THAT HE 3 HAD DROPPED OUT?",yes,yes,yes
74542,AND THEN THE POLICE CAME INTO THE GAS STATION ABOUT TEN MINUTES AFTER THAT?,yes,no,yes
52922,AND DID YOU GIVE TO THAT PERSON INFORMATION THAT YOU HAD ABOUT WHAT YOU SAW?,no,no,yes
33969,IS THAT CORRECT?,yes,no,yes
93529,HOW LONG HAVE YOU KNOWN CALVIN COOKSEY?,no,no,no
69091,"NOW, I HAVE BEEN SHOWING YOU THIS FOR SEVERAL SECONDS; RIGHT?",yes,yes,yes
64774,"UPON HEARING THE SHOTS, WHAT IS THE VERY FIRST THING YOU DID?",no,no,no
131871,"WERE YOU ABLE TO SEE DURING THE EARLY YEARS OF REGIS THOMAS' LIFE HOW HE INTERACTED WITH HIS FAMILY, HOW THINGS WERE BASICALLY?",no,no,yes
65472,"IS IT YOUR BEST RECOLLECTION OF BEING UNCOOPERATIVE, THOUGH, AT THE TIME?",yes,no,yes
80960,"AND WHO -- WHEN YOU SAY WE, WHO IS WE? 27",no,no,no
95923,DO YOU HAVE ANY CONNECTION WITH THE COMPTON POLICE DEPARTMENT PRIOR TO YOUR BEING APPOINTED AS THE CHIEF?,yes,yes,yes
34491,"NOW, YOU LIVED IN THE PROJECTS FOR 18 YEARS?",yes,no,yes
99292,DID YOU SEARCH THAT LOCATION?,yes,yes,yes
82281,AND I BELIEVE YOU ALSO TESTIFIED THAT HE TOLD YOU THIS BEFORE THE PRELIMINARY HEARING?,yes,no,yes
54962,BY MR. ARNOLD: DO YOU SEE DETECTIVE BRANSCOMB'S MUSTACHE?,yes,yes,yes
131837,"AND WHEN YOU MOVED TO LOS ANGELES, WHERE DID YOU MOVE TO?",no,no,no
55941,WHAT IS YOUR MOM'S NAME?,no,no,no
42185,HAVING RECEIVED THE INFORMATION FROM LARRY JOHNSON THAT A PERSON HAD -- DID HE TELL YOU THE NAME OF THE PERSON THAT HAD INFORMATION ABOUT THIS CASE?,yes,no,yes
35639,"BUT IT'S YOUR TESTIMONY THAT NEITHER FOUR NOR SIX, ALTHOUGH THEY ARE SHORT HAIRED AFRICAN AMERICAN MEN, THEY DO NOT LOOK LIKE THE SUSPECT?",yes,no,yes
101480,THAT I AM NOW?,yes,no,yes
90615,"NOW, I UNDERSTAND, MR. COOKSEY, THAT YOU LIKE MY TIES; RIGHT?",yes,yes,yes
69033,"IF YOU USE THIS GREEN MARK AS YOUR POINT OF REFERENCE, MEANING I WANT YOU TO ASSUME THAT THIS IS WHERE THE CRIME SCENE IS, OKAY?",yes,no,yes
96832,BY MR. ARNOLD: DARREN?,yes,no,yes
125820,"WOULD THIS OCCUR AT HOME, AT YOUR HOME WHERE YOU WERE LIVING?",no,yes,yes
98236,"BY MR. ARNOLD: NOW, IF YOU -- WHEN YOU CONTACTED CALVIN COOKSEY, DID YOU LET IT BE KN,OWN THAT YOU WERE INQUIRING ABOUT THE DEATHS OF THE TWO OFFICERS?",yes,no,yes
79621,"AFTER THIS PERIOD OF TIME HAD GONE BY, WHAT, IF ANYTHING WHERE DID YOU TAKE MR. COOKSEY?",no,no,no
97854,WHAT WAS YOUR ASSIGNMENT ON FEBRUARY 28 OF 1993?,no,no,no
91484,THAT'S WHY YOUR MOUTH IS OPEN?,no,no,yes
75955,UNDER YOUR BED?,no,no,yes
51731,AT WHAT POINT DID YOU INCREASE YOUR SPEED?,no,no,no
92934,"NOW, IN THE AMOUNT OF TIME THAT YOU HAVE KNOWN CALVIN COOKSEY, WOULD YOU DESCRIBE HIS HAIRSTYLE?",no,no,no
92425,"YES, WHAT?",no,no,no
33959,DID HE WALK OUT?,no,yes,yes
65921,ALL RIGHT. AND WAS THAT A COAT THAT YOU HAD 6 WITH YOU AT MRS. GULLY'S?,yes,no,yes
74057,WOULD YOU DESCRIBE THE WAY THE PERSON DROVE THROUGH YOUR GAS STATION?,no,no,no
134272,. WHAT HAPPENED?,no,no,no
43073,CAN YOU READ THE INSTRUCTIONS AS BEST AS YOU CAN TO SIMULATE OR DUPLICATE THE WAY THE 1 INSTRUCTIONS WERE READ TO MR. DICKSON BEFORE THE INDIVIDUALS WALKED ONTO THE STAGE?,no,no,no
77743,YOU DID NOT TESTIFY AT A MOTION TO SUPPRESS EVIDENCE?,yes,no,yes
125528,HOW MANY OTHER CHILDREN?,no,no,no
69098,YOUR OPPORTUNITY TO LOOK AT THIS EXHIBIT IS SUBSTANTIALLY LONGER THAN YOUR OPPORTUNITY TO LOOK AT THE PERSON WHO WAS DRIVING IN THAT RED TRUCK; RIGHT?,no,no,yes
86526,DO YOU HAVE SOME EXPERIENCE IN DISPOSING OF CONTRABAND?,no,yes,yes
89161,DO YOU REMEMBER THAT?,yes,no,yes
42954,'91 IS AN ERROR?,yes,no,yes
86375,DO YOU REMEMBER THAT?,no,yes,yes
49246,"AND WHAT I AM TALKING ABOUT IS DOES IT JUST DROP AT THE FEET -- GENERALLY DROP AT THE FEET OF THE SHOOTER, OR DOES IT GO SOME DISTANCE?",no,no,no
125872,WHAT HAPPENED ON THAT NIGHT? 2,no,no,no
106053,DOES THAT REFRESH YOUR RECOLLECTION THAT YOU MIGHT HAVE SEEN OFFICERS BURRELL AND MACDONALD?,yes,no,yes
129479,WHAT DO YOU MEAN BY THAT?,no,no,no
71938,AND AT WHAT POINT WOULD YOU -- WOULD YOU EVER APPROACH THESE SUSPECTS TO HANDCUFF THEM OR TAKE SOME TYPE OF SEARCHING PROCEDURE?,no,no,no
60744,"WELL, BASED ON YOU KNOW THE WAY YOU DO YOUR JOB; RIGHT?",yes,no,yes
132557,".  WELL, THERE IS NO VISITING FOR THE GENERAL PUBLIC ON FRIDAY?",no,no,yes
81040,DO YOU REMEMBER THE DETECTIVES QUESTIONING YOU ABOUT WHETHER THE DEFENDANT HAD A GUN THAT DAY?,yes,yes,yes
34474,BECAUSE IT WOULD BE LIKELY THAT IF YOU KNEW SOMEBODY THAT YOU WOULD BE IN A BETTER POSITION TO IDENTIFY THE PERSON THAT YOU KNOW; RIGHT?,yes,yes,yes
58445,DID YOU HEAR YOURSELF SAY FOUR BY FOUR?,yes,yes,yes
74365,BY MR. JAFFE: DID YOU SEE THE POLICE STOP MR. THOMAS' TRUCK?,yes,yes,yes
62318,YOU WERE SITTING UP?,yes,no,yes
44457,BY MR. JAFFE: YOU WOULD AGREE THAT THE CLOTHING WORN BY CARLOS ADKINS IS POTENTIAL EVIDENCE IN A CASE?,yes,no,yes
86302,WHO?,no,no,no
78663,ALL RIGHT. DID YOU OBSERVE ANY LOOSE GRAVEL IN THE PARKWAY?,yes,yes,yes
55378,DO YOU?,yes,no,yes
51232,IS THERE ANYTHING DIFFERENT ABOUT THE APPEARANCE OF THE TRUCK IN THESE THREE PHOTOGRAPHS AS COMPARED TO THE SUSPECT'S VEHICLE THAT YOU SAW OUT ON ROSECRANS THAT NIGHT?,no,yes,yes
80097,"WHEN YOU ARRIVED AT FIRESTONE STATION, WHO WAS THERE?",no,no,no
65722,1500? 5 .25 '25,yes,no,yes
86923,ARE YOU ABLE TO SEE THAT MAGAZINE OR THAT ALSO KNOWN AS A CLIP?,yes,yes,yes
52912,YOU DID NOT?,yes,no,yes
74247,WOULD HE COME IN AT OTHER TIMES AFTER 12:00?,no,no,yes
50393,AND IN WHAT DIRECTION WERE THEY MOVING?,no,no,no
90480,"NOW THAT YOU THINK ABOUT IT, DO YOU HAVE A RECOLLECTION OF SEEING SOME PEOPLE ON TV WHO WERE SUSPECTS IN THIS CASE?",no,no,yes
70984,DID SHE EVER SAY THAT SHE HAS SEEN THAT PERSON BEFORE?,yes,yes,yes
69616,"MY -- AND DID YOU SAY -- DID YOU SAY THAT TO THE OFFICERS, YOU DID NOT REMEMBER WHETHER IT HAD SIDE MOLDING?",no,yes,yes
39460,AND YOU WERE ASKING FOR TWO THOUSAND DOLLARS; RIGHT?,yes,no,yes
101598,DO YOU RECOGNIZE THESE TWO X RAYS AS BEING FROM THE AUTOPSY OF OFFICER JAMES MACDONALD?,yes,yes,yes
58091,AND WAS THAT YOUR VOICE?,yes,no,yes
91466,OF 1993?,no,no,yes
106650,"AND IS THIS -- EVERYTHING THAT GOES ON OVER THE AIR, IS THAT -- IS THAT RECORDED ON A -- ON AN AUTOMATIC TAPE MACHINE AT THE COMPTON POLICE DEPARTMENT?",yes,no,yes
50754,WAS THE REAR BUMPER -- WHAT COLOR WAS THE REAR BUMPER IF YOU RECALL?,no,no,no
100530,AND ARE YOU ABLE TO TELL THAT FROM LOOKING AT THE ENVELOPE?,yes,no,yes
101051,YOU SAY PHOTOGRAPHS WERE TAKEN?,yes,no,yes
89538,"WELL, WHEN YOU LEFT MISS PYE'S HOUSE IN THE JORDAN DOWNS, IT WAS YOUR INTENTION THEN TO GO SELL THE GUN; RIGHT?",yes,yes,yes
46300,AND WHERE DID THAT OCCUR?,no,no,no
108805,DOES PICTURE TWO AND THREE AND FOUR REFLECT THE TRANSFER?,no,yes,yes
42644,"BASED ON YOUR REVIEW OF YOUR CHRONOLOGICAL RECORD, DO YOU WANT TO CHANGE YOUR TESTIMONY AS TO ABOUT WHO IT WAS THAT YOU SHOWED THE PHOTOGRAPHIC DISPLAY CONTAINING THE PHOTOGRAPH OF REGIS DEON THOMAS TO FIRST?",no,yes,yes
131623,I'M SORRY?,no,no,no
82137,DID REGIS VOLUNTEER THAT HE WOULD GET YOU A HANDGUN?,no,yes,yes
49313,"ALL RIGHT. NOW, LET ME ASK YOU THIS SUPPOSE I MAKE A GRAB FOR THE GUN, AND INSTEAD OF THE SLIDE BEING IN THE -- WHAT WOULD YOU CALL THE POSITION THAT THE SLIDE IS IN RIGHT NOW?",no,no,no
90820,"BY MR. JAFFE: IS IT YOUR STATE OF MIND IF MR. THOMAS GETS CONVICTED, YOU'RE GOING TO GET MORE MONEY?",no,no,yes
74291,DO YOU KNOW THAT?,yes,no,yes
125179,WHERE WERE YOU?,no,no,no
47805,NO BURGLARY FEBRUARY 1 THROUGH 7?,yes,yes,yes
98357,ANYTHING THAT COMES TO MIND?,yes,no,yes
81582,IS THAT WHEN HE WOULD CARRY IT IN HIS 1 6 WAISTBAND AS YOU HAD INDICATED?,yes,no,yes
34521,WHEN WAS THE FIRST TIME AFTER THE INCIDENT THAT YOU SAW BERTRAND DIXON?,no,no,no
37760,HAVE I ASKED YOU MORE QUESTIONS TODAY THAN DETECTIVE PETERSON DID DURING THAT TEN-MINUTE INTERVIEW?,yes,no,yes
56619,THERE WERE PEOPLE IN THE STREET? 1,yes,no,yes
63161,"DID YOU -- IS THAT ALL YOU SAW, JUST WAS HIS BACK SIDE?",no,yes,yes
130318,"THEN WHEN HE CAME TO SEE YOU A FEW YEARS AGO, THAT WAS AN UNANNOUNCED VISIT?",yes,no,yes
38735,OF THESE TIMES DID YOU ALWAYS JUST PLEAD GUILTY?,yes,no,yes
34030,WAS CARLOS OUTSIDE OR INSIDE?,no,yes,no
71856,ARE YOU TALKING ABOUT THE DRIVER OR PASSENGER OFFICER?,yes,no,yes
87009,WHEN WAS THAT IN RELATIONSHIP TO YOUR OBSERVING THE DEFENDANT REMAINING OR STAYING AT PHILLIP CATHCART'S HOUSE?,no,no,no
79550,"AFTER RELATING THE INFORMATION THAT YOU HAD 1 6 RECEIVED FROM COOKSEY TO THE DETECTIVES, WHAT IS THE NEXT THING THAT HAPPENED?",no,no,no
93457,"IS THE REASON YOU SAID, WHATEVER YOU SAY, IS BECAUSE YOU HAD A PERSONALITY CONFLICT WITH THAT PARTICULAR DEPUTY SHERIFF?",yes,no,yes
69154,YOU'RE POSITIVE?,no,no,yes
130876,"YET WHEN THE VERDICT CAME IN, YOU FELT IT NECESSARY TO GO AND CONSOLE YOUR FRIEND DESHAUNNA CODY; IS THAT CORRECT?",yes,no,yes
134397,WAS HE SOMEBODY THAT YOU COULD RELY UPON?,yes,no,yes
96245,"BY MR. ARNOLD: CHIEF, WAS THE MONEY INITIALLY GIVEN TO CALVIN COOKSEY BECAUSE HE HAD PROVIDED INFORMATION TO THE COMPTON POLICE DEPARTMENT WHICH RESULTED IN THE ARREST?",yes,no,yes
37476,DID YOU SPEAK WITH ONE OF THE -- WITH THE DETECTIVE?,yes,yes,yes
130079,"WHEN YOU MOVED INTO THE HOME, DID YOU ASSUME BASICALLY THE FATHER FIGURE ROLE?",yes,no,yes
73140,YOU TRIED TO KEEP THE CRIME SCENE AS PRISTINE AS POSSIBLE?,yes,no,yes
35336,. DID YOU SEE ANYONE PLAYING CHESS?,no,no,yes
131193,DID THURSTON STEWART EVER LIVE IN THE HOUSE?,yes,yes,yes
108337,"BY MR. ARNOLD: DETECTIVE BUMCROT, WHEN YOU SHOWED THE PHOTOS TO ALICIA JORDAN ON APRIL THE 20TH OF 1993 IN HOLLYWOOD, DID SHE LOOK AT THE PHOTOS?",yes,yes,yes
36826,WHERE WAS THE GUN AS THIS INDIVIDUAL WAS TELLING YOU THAT YOU DIDN'T KNOW HIM?,no,no,no
104899,ARE YOU ABLE TO TELL US WHETHER THERE ARE ANY TYPES OF BEHAVIOR GENERALLY ASSOCIATED WITH THAT LEVEL OF INTOXICATION?,yes,no,no
47019,BUT DID YOU TRY TO ELICIT MORE INFORMATION FROM MR. DICKSON?,no,no,yes
87017,SO YOU DROVE HIM?,yes,no,yes
129777,-4.  DID YOU KNOW THAT HE WAS CONVICTED OF BATTERY ON A PEACE OFFICER?,yes,yes,yes
129443,SO REGGIE HAS HIS HAND ON THE GLASS AND DEON HAS HIS HANDS ON THE OTHER SIDE OF THE GLASS?,yes,no,yes
69830,WHAT'S THAT?,no,no,no
88128,"SHORTLY AFTER THE PROBLEM THAT YOU HAD WITH THIS  THE SECURITY GUARD AT THE RAMADA INN, IS THAT WHEN YOU LEFT?",yes,no,yes
42132,"BY MR. ARNOLD: NOW, WHEN WAS THE FIRST TIME -- UNDER WHAT CIRCUMSTANCES DID YOU SPEAK WITH BERTRAND DICKSON ABOUT THIS CASE?",no,no,no
35396,"BY MR. JAFFE: YESTERDAY YOU DID NOT MENTION 98 PERCENT, DID YOU?",yes,no,yes
59393,"NOW, HERE IS THE FIRE STATION; RIGHT?",yes,no,yes
92545,DID YOU TRANSFER THE 350 TO COOKSEY OR HAD YOU DONE THAT?,yes,yes,yes
63524,WERE YOU FOCUSED ON THE SUSPECT? IS THAT --,no,no,yes
41704,WERE YOU BASICALLY IN AND OUT?,yes,yes,yes
125513,"MA'AM, DID YOU KNOW CARLOS ADKINS?",yes,no,yes
50467,DID IT EVER APPEAR TO YOU THAT THE OFFICERS WERE ABLE TO GAIN CONTROL OVER THIS MAN?,yes,yes,yes
62281,. WHAT STREETS DID YOU DRIVE ON?,no,no,no
125670,DID A LOT OF PEOPLE GO?,yes,yes,yes
59170,DO YOU KNOW WHAT IT WAS THAT CAUSED ALISHA TO START SCREAMING?,no,no,yes
125548,DID ALL OF THE CHILDREN GROW UP IN THE HOME?,yes,yes,yes
129373,DO YOU REMEMBER THAT DAY?,yes,yes,yes
57438,DID YOU SEE -- WHERE WAS THAT TRUCK THE LAST TIME YOU SAW IT?,no,no,no
33460,"NOW, WHEN YOU CAME TO THAT STAIR, COULD YOU SEE INTO THE LIVING ROOM?",yes,no,yes
50884,"NOW, WHEN YOU LOOK THROUGH YOUR  WHEN YOU LOOK IN YOUR REARVIEW MIRROR, WHAT DO YOU SEE?",no,no,no
129849,THEY WERE ALL BEATING HIM AT ONCE?,yes,no,yes
50097,"BY MR. ARNOLD: NOW, WHEN YOU MADE YOUR RIGHT TURN AND YOU BEGAN TO TRAVEL WESTBOUND ON ROSECRANS, DID YOU HAVE THE HEADLIGHTS OF YOUR CAR ON? 1",yes,yes,yes
33301,WHEN WAS THAT?,no,no,no
132575,DO YOU HAVE A LOT OF COUSINS?,yes,no,yes
66448,OKAY?,yes,no,yes
105258,YOU DON'T KNOW OF ANY OTHER NAMES FOR IT?,no,no,yes
40317,AND DO YOU REMEMBER THAT YOU TOLD HIM THAT THE DUDE THAT SHOT CARLOS WAS TALLER?,yes,no,yes
39869,DO YOU KNOW THE NAMES OF ANY OF THOSE PEOPLE?,no,yes,yes
42934,THERE IS NO MENTION IN THERE ABOUT HAVING CONTACTED BERTRAND DICKSON?,yes,no,yes
102404,WHAT ARE THEY?,no,no,no
100206,DOES THIS X RAY SHOW THE DAMAGE THAT WAS DONE TO HIS UPPER RIGHT ARM?,yes,yes,yes
90634,"HOMEY, TELL THE TRUTH. DIDN'T HE SAY THAT?",no,no,yes
127579,IS THAT WHERE YOU GO? 10,no,no,yes
52695,WHAT IS YOUR BEST RECOLLECTION?,no,no,no
43662,SO YOU HAD INFORMATION ALLEGEDLY FROM BERTRAND DICKSON THAT HE RECOLLECTED THE PERSON'S NAME WAS REGGIE ON FEBRUARY THE 11TH; RIGHT?,no,no,yes
41253,THAT'S THE MAN WHO WAS ON THE COUCH?,yes,no,yes
134986,DID SHE HAVE A CONVERSATION WITH REGIS?,no,yes,yes
59335,ABOUT THE MIDDLE OF THE INTERSECTION?,yes,no,yes
67202,AND THE PERSON THAT YOU WERE IDENTIFYING AS HAVING SHOT THE POLICE OFFICERS IS A STRANGER TO YOU; RIGHT?,yes,no,yes
39343,BUT YOU DON'T KNOW WHO SAID LUCKY?,no,no,yes
130506,SO YOU HAVE NOT HAD MUCH KNOWLEDGE OF THE SITUATION SINCE YOU MOVED OUT OF THE HOME IN 1982; IS THAT CORRECT?,no,yes,yes
92731,WOULD YOU HAPPEN TO KNOW THE ADDRESS?,yes,no,yes
76584,"MISS PYE, WE HAVE NEVER SPOKEN, HAVE WE?",yes,no,yes
105097,"BY MR. ARNOLD: NOW, DOCTOR, ARE YOU FAMILIAR WITH DR. MARGARET MCCARRON?",no,no,yes
124746,"WHEN YOU GOT UP THERE, WHERE IS THERE?",no,no,no
102452,SO THE SIGSAUER THAT YOU USED AS AN 27  ILLUSTRATION BEFORE THE BARREL OF THAT SIGSAUER IS GOING 28  TO BE AT LEAST MICROSCOPICALLY DIFFERENT THAN THE NEXT 1 SIGSAUER THAT CAME DOWN THE ASSEMBLY LINE AS A RESULT OF THE CHANGES IN THE BROACH AND IN THE FORCES THAT ARE PLACED INSIDE THE BARREL DURING ITS CREATION?,yes,no,yes
134773,"WHEN YOU CAME BACK TO LOS ANGELES, DID YOU LIVE WITH REGIS AND IRIS?",yes,no,yes
98528,WHERE DID YOU GO?,no,no,no
93637,ONE?,no,no,yes
130037,THE FIRST TIME YOU SEEN HIM IN THAT PERIOD OF TIME?,yes,no,yes
101496,AND THAT WAS CAUSED BY THE BULLET AND THE VEST PENETRATING THE BACK?,no,no,yes
78901,"WHEN YOU ARRIVED AT THE SCENE, WAS THAT SHEET OF PLASTIC ON THE POLICE CAR?",yes,no,yes
80659,"NOW, DO YOU RECALL WHEN MR. THOMAS WAS BEING -- DO YOU RECALL MR. THOMAS BEING ARRESTED ON APRIL 6TH OF 1993?",no,no,yes
